frame number;complex0.txt;complex1.txt;complex2.txt;complex3.txt;complex4.txt;complex5.txt;complex6.txt;complex7.txt;complex8.txt;complex9.txt;simple0.txt;simple1.txt;simple2.txt;simple3.txt;simple4.txt;simple5.txt;simple6.txt;simple7.txt;simple8.txt;simple9.txt;
535;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
536;0;0;0;0;0;0;0;0;0;0;0;0;0.016;0;0.016;0.008;0.016;0.016;0.031;0.047;
537;0;0;0;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
538;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;
539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
540;0.004;0.228;7.232;0.001;0.464;0.466;0.48;0.468;0.234;0.438;0;0;0;0;0;0;0;0;0;0;
541;0;0;0.001;0;0;0;0;0;0;0;0;0.002;0.016;0;0;0.016;0;0;0.031;0.046;
542;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
543;0.001;0;0;0;0;0;0;0;0;0;0;0.002;0.016;0;0;0.015;0.007;0;0.032;0.047;
544;0.008;0.413;17.333;0.001;0.07;0.047;0.054;0.031;0.188;0.282;0;0.001;0.016;0;0.003;0.009;0.015;0;0.047;0.062;
545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
546;0.034;0.264;10.345;0.001;0.047;0.047;0.038;0.031;0.14;0.219;0;0;0;0;0.001;0;0;0;0;0;
547;0;0;0;0;0;0;0;0;0;0;0;0.001;0.016;0;0.008;0.01;0;0;0.031;0.047;
548;0;0.11;3.552;0;0.032;0.008;0.016;0.032;0.094;0.125;0;0;0;0;0;0;0;0;0;0;
549;0;0;0.001;0;0;0;0;0;0;0;0;0.001;0.016;0;0.01;0.016;0.016;0;0.031;0.046;
550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
551;0.004;0.314;12.273;0.001;0.046;0.032;0.038;0.031;0.172;0.25;0;0;0;0;0;0;0;0;0;0;
552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
553;0;0;0;0;0;0;0;0;0;0;0;0.001;0.016;0;0.016;0.004;0;0;0.047;0.046;
554;0;0;0;0;0;0;0;0;0;0;0;0.001;0.015;0;0.009;0.016;0.008;0;0.031;0.047;
555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
556;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
557;0;0;0;0;0;0;0;0;0;0;0;0.001;0.015;0;0.01;0.008;0.015;0.016;0.032;0.047;
558;0;0;0.001;0;0;0;0;0;0;0;0;0;0.016;0.001;0;0.007;0;0;0.031;0.046;
559;0.004;0.62;27.679;0.002;0.062;0.062;0.047;0.047;0.219;0.344;0;0;0;0;0;0;0;0;0;0;
560;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0.002;0;0;0;0;0.032;
561;0.004;0.233;9.238;0.001;0.031;0.048;0.032;0.032;0.125;0.204;0;0;0;0;0;0;0;0;0;0;
562;0.003;0.328;10.339;0.001;0.055;0.031;0.031;0.047;0.157;0.234;0;0.001;0;0;0.011;0.009;0.008;0;0.031;0.062;
563;0.004;0.263;10.033;0.001;0.069;0.022;0.032;0.031;0.14;0.219;0;0;0;0;0;0;0;0;0;0;
564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;
569;0;0;0;0;0;0;0;0;0;0;0;0.001;0.016;0;0;0.006;0.015;0;0.032;0.031;
570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
571;0.003;0.207;8.65;0.001;0.047;0.032;0.015;0.016;0.125;0.188;0;0;0;0;0;0;0;0;0;0;
572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
574;0.003;0.198;5.237;0.002;0.047;0.033;0.031;0.016;0.11;0.172;0;0;0;0.001;0;0;0;0;0;0;
575;0;0;0.001;0.001;0;0.001;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;
576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015;0;0;0;0;
579;0.003;0.436;14.841;0;0.057;0.051;0.048;0.047;0.203;0.281;0;0.001;0;0;0;0.001;0;0;0;0;
580;0.001;0;0;0;0.001;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;
581;0;0;0;0;0;0;0;0;0;0;0;0.002;0;0;0;0;0.016;0;0.031;0.047;
582;0;0;0;0;0;0;0;0;0;0;0;0.003;0.016;0;0.011;0.009;0.016;0;0.031;0.046;
583;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
584;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;
585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
586;0;0;0;0;0;0;0;0;0;0;0;0.002;0.015;0.001;0.01;0.009;0.015;0.015;0.031;0.047;
587;0.002;0.273;8.421;0.001;0.047;0.051;0.032;0.032;0.156;0.219;0;0;0;0;0;0;0;0;0;0;
588;0.002;0.242;9.08;0;0.031;0.042;0.044;0.031;0.14;0.203;0;0;0;0;0;0;0;0;0;0;
589;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
590;0.004;0.109;3.38;0;0.031;0.026;0.016;0.032;0.094;0.14;0;0;0;0;0;0;0;0;0;0;
591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
596;0.002;0.109;4.541;0;0.031;0.019;0.016;0.015;0.094;0.14;0;0;0.016;0;0.024;0.008;0.015;0;0.031;0.047;
597;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0;0;0;
601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;
604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
607;0.016;0.259;9.519;0.001;0.057;0.036;0.047;0.031;0.141;0.203;0;0.001;0;0;0;0;0;0;0;0;
608;0;0.079;1.532;0.001;0.018;0.019;0.015;0.031;0.078;0.109;0;0.001;0;0;0;0;0;0;0;0;
609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
610;0;0.312;6.684;0;0.06;0.03;0.041;0.032;0.125;0.187;0;0.002;0.016;0;0.016;0;0.016;0;0.031;0.062;
611;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
613;0;0;0;0;0;0;0;0;0;0;0;0.001;0.015;0.001;0.003;0.007;0;0.015;0.031;0.047;
614;0;0.597;21.811;0;0.082;0.052;0.051;0.047;0.219;0.313;0;0.002;0.015;0;0.009;0;0;0;0.031;0.047;
615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;
618;0.014;0.258;9.738;0.001;0.046;0.039;0.032;0.047;0.171;0.25;0;0;0;0;0;0;0;0;0;0;
619;0;0;0;0;0;0;0.016;0;0;0;0;0.001;0;0;0;0;0;0;0;0;
620;0.004;0.478;20.428;0.001;0.94;1.02;0.91;0.968;0.468;0.936;0;0;0;0.015;0;0;0;0;0;0;
621;0;0;0;0;0;0;0;0;0;0;0;0.001;0.016;0.001;0.015;0.008;0.015;0;0.031;0.047;
622;0;0;0.001;0;0;0;0;0;0;0;0;0.001;0.016;0;0.025;0.009;0;0.016;0.032;0.047;
623;0;0;0;0;0;0;0;0;0;0;0;0.001;0.016;0;0.011;0.009;0;0;0.031;0.062;
624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
625;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;
626;0;0.086;3.093;0.001;0.016;0.015;0.015;0.016;0.078;0.125;0;0;0;0;0;0;0;0;0;0;
627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
628;0;0.303;11.634;0;0.05;0.042;0.039;0.031;0.172;0.25;0;0;0;0;0;0;0;0;0;0;
